time,latitude,longitude,temp
2006-01-05,4.690000057220459,0.6639999747276306,28.816
2006-01-15,4.872000217437744,1.125,27.808
2006-01-25,4.965000152587891,1.815000057220459,28.056
2006-02-14,4.85699987411499,2.2219998836517334,28.688
2006-02-24,4.843999862670898,2.240999937057495,28.616
2006-03-06,4.767000198364258,2.3559999465942383,28.44
2006-03-17,4.486999988555908,2.3359999656677246,28.792
2006-03-27,4.176000118255615,2.4560000896453857,29.336
2006-04-06,3.986000061035156,2.5799999237060547,29.656
2006-04-16,4.039000034332275,2.680000066757202,29.912
2006-04-26,4.303999900817871,2.5339999198913574,29.72
2006-05-06,4.443999767303467,2.634999990463257,29.84
2006-05-17,3.986000061035156,2.996000051498413,29.256
2006-05-27,3.8410000801086426,3.437000036239624,28.64
2006-06-06,3.816999912261963,3.704999923706055,28.192
2006-06-16,3.938999891281128,3.908999919891357,28.328
2006-06-26,3.9030001163482666,3.9600000381469727,28.056
2006-07-06,3.9560000896453857,4.142000198364258,27.488
2006-07-17,3.933000087738037,4.310999870300293,27.288
2006-07-27,3.816999912261963,4.301000118255615,27.16
2006-08-06,3.638000011444092,4.289999961853027,26.456
2006-08-16,3.5309998989105225,4.504000186920166,25.336
2006-08-26,3.736999988555908,4.896999835968018,26.464
2006-12-26,5.552000045776367,4.005000114440918,29.056
2006-01-02,8.781000137329102,-47.854000091552734,27.528
2006-01-12,8.173999786376953,-47.87799835205078,27.36
2006-01-23,8.244000434875488,-48.13399887084961,26.952
2006-02-02,8.76099967956543,-48.52299880981445,26.944
2006-02-12,8.987000465393066,-48.8849983215332,26.672
2006-02-22,8.770999908447266,-49.305999755859375,26.52
2006-03-04,7.541999816894531,-49.0009994506836,26.4
2006-03-14,7.36899995803833,-48.505001068115234,26.624
2006-03-25,7.425000190734863,-48.025001525878906,27.112
2006-04-04,6.823999881744385,-48.18399810791016,27.8
2006-04-14,6.40500020980835,-47.62900161743164,27.496
2006-04-24,6.598999977111816,-48.01499938964844,27.136
2006-05-04,7.09499979019165,-48.55099868774414,27.272
2006-05-14,7.427000045776367,-48.874000549316406,27.656
2006-05-25,7.434999942779541,-48.82099914550781,27.872
2006-06-04,7.327000141143799,-48.92399978637695,27.92
2006-07-04,6.769999980926514,-48.67399978637695,28.264
2006-07-25,6.379584897904996,-47.976919926046406,28.504
2006-08-24,5.796231314602529,-46.93535147222365,29.048
2006-09-23,5.2129998207092285,-45.89400100708008,28.416
2006-10-14,6.380127872127003,-46.96714574791759,29.88
2006-10-24,6.964000225067139,-47.50400161743164,28.92
2006-11-03,7.403999805450439,-47.185001373291016,28.896
2006-11-13,7.710999965667725,-47.14899826049805,28.848
2006-11-23,6.821000099182129,-46.553001403808594,27.824
2006-12-04,7.613002293090881,-46.08442806076299,28.104
2006-12-14,8.39799976348877,-45.619998931884766,27.416
2006-12-24,9.130000114440918,-45.125,27.12
2006-01-04,4.103000164031982,-9.125,29.008
2006-01-14,4.027999877929688,-8.75,29.008
2006-01-24,3.961999893188477,-8.880000114440918,29.24
2006-02-03,3.885999917984009,-8.774999618530273,29.472
2006-02-13,3.891000032424927,-8.310999870300293,29.232
2006-02-24,3.9590001106262207,-6.854000091552734,25.88
2006-03-06,4.343999862670898,-6.526999950408936,27.016
2006-03-16,3.877000093460083,-6.934999942779541,28.896
2006-03-26,3.635999917984009,-6.438000202178955,29.232
2006-04-05,3.8239998817443848,-6.2170000076293945,30.056
2006-04-15,4.065999984741211,-5.85099983215332,29.912
2006-04-26,4.288000106811523,-5.561999797821045,29.808
2006-05-06,4.372000217437744,-5.201000213623047,29.8
2006-05-16,4.447999954223633,-4.7170000076293945,28.992
2006-05-26,4.306000232696533,-4.039999961853027,28.456
2006-06-05,4.0980000495910645,-3.746000051498413,28.832
2006-06-15,4.264999866485596,-3.9170000553131104,28.288
2006-06-26,4.427999973297119,-3.634000062942505,27.824
2006-07-06,4.423999786376953,-3.086999893188477,26.576
2006-07-16,4.183000087738037,-2.312999963760376,26.448
2006-07-26,4.060999870300293,-1.628000020980835,25.8
2006-08-05,4.067999839782715,-0.8870000243186951,21.808
2006-08-15,4.13700008392334,-0.209999993443489,25.152
2006-08-25,4.506999969482422,0.1589999943971634,24.32
2006-09-05,4.491000175476074,0.3770000040531158,24.456
2006-09-15,4.359000205993652,0.4740000069141388,24.808
2006-09-25,4.085000038146973,0.1710000038146972,25.384
2006-10-05,4.111000061035156,0.2140000015497207,26.176
2006-10-15,4.314000129699707,0.1899999976158142,27.288
2006-10-25,4.435999870300293,-0.0640000030398368,27.584
2006-11-05,4.534999847412109,0.2610000073909759,28.168
2006-11-15,4.77899980545044,0.4639999866485595,29.0
2006-11-25,4.815999984741211,0.3260000050067901,29.424
2006-12-05,4.88700008392334,0.5460000038146973,28.944
2006-12-15,4.684999942779541,0.7519999742507935,29.12
2006-12-25,5.046999931335449,1.3040000200271606,29.064
2006-01-03,22.54400062561035,-31.816999435424805,24.739
2006-01-13,22.899999618530277,-32.47600173950195,24.739
2006-01-23,23.232999801635746,-32.9630012512207,24.739
2006-02-02,23.44700050354004,-33.11399841308594,24.739
2006-02-12,23.62299919128418,-32.974998474121094,24.741
2006-02-22,23.35099983215332,-32.73600006103516,24.724
2006-03-04,23.040000915527344,-32.78099822998047,24.75
2006-03-14,22.708999633789062,-32.95100021362305,24.739
2006-03-24,22.50900077819824,-33.457000732421875,24.728
2006-04-03,22.54700088500977,-33.86899948120117,24.739
2006-04-13,22.652000427246094,-34.358001708984375,24.699
2006-04-23,22.78899955749512,-34.875,24.739
2006-05-03,22.98600006103516,-35.07600021362305,24.739
2006-05-13,22.91900062561035,-35.07899856567383,24.746
2006-05-23,22.61000061035156,-35.180999755859375,24.736
2006-06-02,22.378999710083008,-35.624000549316406,24.738
