time,latitude,longitude,temp
2005-01-05,35.96900177001953,-52.24700164794922,20.168
2005-01-10,4.236000061035156,-2.619999885559082,28.368
2005-01-20,4.622000217437744,-3.1050000190734863,28.24
2005-01-31,4.614999771118164,-2.8559999465942383,28.36
2005-02-20,4.671000003814697,-2.571000099182129,29.096
2005-03-13,4.690000057220459,-2.194999933242798,28.744
2005-03-24,4.689000129699707,-1.9859999418258667,29.168
2005-06-15,4.144000053405762,-1.5420000553131104,22.584
2005-07-06,4.0980000495910645,-0.640999972820282,25.16
2005-07-16,3.821000099182129,-0.5009999871253967,25.728
2005-07-26,4.245999813079834,-0.0890000015497207,25.12
2005-08-05,4.223999977111816,0.3709999918937683,24.392
2005-08-15,4.4070000648498535,0.6179999709129333,23.736
2005-08-26,4.7170000076293945,0.75,23.672
2005-09-05,4.8460001945495605,0.7590000033378601,25.232
2005-09-15,4.892000198364258,0.7179999947547913,25.96
2005-09-25,4.756999969482422,0.8270000219345093,25.912
2005-10-05,4.556000232696533,1.11899995803833,26.608
2005-10-15,4.36899995803833,0.9079999923706056,27.264
2005-10-25,4.208000183105469,0.5979999899864197,27.84
2005-11-05,4.229000091552734,0.527999997138977,28.464
2005-11-15,4.214000225067139,0.593999981880188,29.008
2005-11-25,4.195000171661377,0.3919999897480011,28.976
2005-12-05,4.205999851226807,0.1539999991655349,28.88
2005-12-15,4.48199987411499,0.4359999895095825,28.968
2005-12-25,4.673999786376953,0.597000002861023,28.92
2005-01-09,0.144,-1.787,
2005-01-09,0.144,-1.787,
2005-01-09,0.144,-1.787,
2005-01-09,0.144,-1.787,
2005-01-09,0.144,-1.787,
2005-01-19,0.432,-2.653,
2005-01-19,0.432,-2.653,
2005-01-19,0.432,-2.653,
2005-01-19,0.432,-2.653,
2005-01-19,0.432,-2.653,
2005-01-29,0.552,-3.204,
2005-01-29,0.552,-3.204,
2005-01-29,0.552,-3.204,
2005-01-29,0.552,-3.204,
2005-01-29,0.552,-3.204,
2005-02-08,0.536,-3.513,27.293
2005-02-08,0.536,-3.513,27.298
2005-02-08,0.536,-3.513,27.292
2005-02-08,0.536,-3.513,27.288
2005-02-08,0.536,-3.513,27.294
2005-02-18,0.67,-3.481,
2005-02-18,0.67,-3.481,
2005-02-18,0.67,-3.481,
2005-02-18,0.67,-3.481,
2005-02-18,0.67,-3.481,
2005-02-28,0.804,-3.449,
2005-02-28,0.804,-3.449,
2005-02-28,0.804,-3.449,
2005-02-28,0.804,-3.449,
2005-02-28,0.804,-3.449,
2005-03-10,0.8296666666666668,-3.766666666666667,
2005-03-10,0.8296666666666668,-3.766666666666667,
2005-03-10,0.8296666666666668,-3.766666666666667,
2005-03-10,0.8296666666666668,-3.766666666666667,
2005-03-10,0.8296666666666668,-3.766666666666667,
2005-03-20,0.8553333333333333,-4.084333333333333,
2005-03-20,0.8553333333333333,-4.084333333333333,
2005-03-20,0.8553333333333333,-4.084333333333333,
2005-03-20,0.8553333333333333,-4.084333333333333,
2005-03-20,0.8553333333333333,-4.084333333333333,
2005-03-30,0.881,-4.402,
2005-03-30,0.881,-4.402,
2005-03-30,0.881,-4.402,
2005-03-30,0.881,-4.402,
2005-03-30,0.881,-4.402,
2005-04-09,0.9066666666666664,-4.719666666666667,
2005-04-09,0.9066666666666664,-4.719666666666667,
2005-04-09,0.9066666666666664,-4.719666666666667,
2005-04-09,0.9066666666666664,-4.719666666666667,
2005-04-09,0.9066666666666664,-4.719666666666667,27.385
2005-04-19,0.9323333333333332,-5.037333333333333,
2005-04-19,0.9323333333333332,-5.037333333333333,
2005-04-19,0.9323333333333332,-5.037333333333333,27.292
2005-04-19,0.9323333333333332,-5.037333333333333,27.292
2005-04-19,0.9323333333333332,-5.037333333333333,27.297
2005-01-02,9.602999687194824,-47.060001373291016,28.184
2005-01-12,9.58199977874756,-47.24700164794922,28.448
2005-01-22,9.72599983215332,-47.21099853515625,27.832
2005-02-01,9.781999588012695,-47.01100158691406,27.424
2005-02-11,9.871000289916992,-46.90499877929688,27.424
2005-02-21,10.163000106811523,-46.9640007019043,27.4
2005-03-04,10.831000328063965,-47.22600173950195,27.312
2005-03-14,11.520000457763672,-46.9630012512207,27.28
2005-03-24,11.37600040435791,-46.57500076293945,27.192
