time,latitude,longitude,temp
2001-01-03,5.637,-28.368,27.18
2001-01-14,5.325,-28.833,27.078
2001-01-25,4.757,-28.534,27.262
2001-02-05,4.504,-28.108,26.766
2001-02-16,4.762,-27.825,26.637
2001-02-27,5.191,-27.423,26.637
2001-03-10,5.069,-27.29,27.149
2001-03-21,4.839,-27.643,26.987
2001-04-01,4.856,-27.887,26.766
2001-04-12,4.937,-28.113,27.018
2001-04-23,5.073,-28.245,27.129
2001-09-30,13.583999633789062,-33.141998291015625,28.416
2001-10-10,13.82900047302246,-32.766998291015625,27.96
2001-10-20,14.085000038146973,-32.58599853515625,27.68
2001-10-30,14.281999588012695,-32.87799835205078,27.696
2001-11-10,14.24899959564209,-32.83300018310547,27.664
2001-11-19,14.175000190734863,-32.99800109863281,27.656
2001-11-30,14.003000259399414,-33.07600021362305,27.304
2001-12-10,13.779000282287598,-33.41600036621094,26.712
2001-12-20,13.552000045776367,-33.624000549316406,26.736
2001-12-30,13.435999870300291,-33.89699935913086,27.064
2001-09-30,9.800999641418455,-29.756000518798828,28.384
2001-10-10,9.12399959564209,-29.8799991607666,28.184
2001-10-20,9.381999969482422,-30.066999435424805,28.528
2001-10-30,9.380000114440918,-29.941999435424805,28.112
2001-11-09,9.232999801635742,-29.638999938964844,28.008
2001-11-19,9.114999771118164,-29.474000930786133,28.176
2001-11-29,9.142999649047852,-29.19700050354004,28.016
2001-12-09,9.392000198364258,-29.06100082397461,27.88
2001-12-19,9.67099952697754,-29.16399955749512,27.488
2001-12-29,9.609999656677246,-29.107999801635746,27.456
2001-10-02,19.819000244140625,-40.8489990234375,27.88
2001-10-12,19.663000106811523,-41.2140007019043,27.824
2001-10-22,19.437000274658203,-41.62300109863281,27.576
2001-11-01,19.25200080871582,-41.8650016784668,27.536
2001-11-11,19.051000595092773,-42.2239990234375,27.64
2001-11-21,18.90399932861328,-42.40800094604492,27.464
2001-12-01,18.916000366210938,-42.73699951171875,27.2
2001-12-11,18.959999084472656,-43.22700119018555,26.672
2001-12-21,18.979999542236328,-43.40800094604492,26.56
2001-12-17,37.16600036621094,-23.895999908447266,17.752
2001-12-27,36.5009994506836,-24.349000930786133,17.592
2001-12-18,36.55099868774414,-27.267000198364254,18.44
